pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
distress_control|distress|efficiency|before|target_first|sonnet45|040,sonnet45,T10518,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|040,sonnet45,T10580,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|037,sonnet45,T10517,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|037,sonnet45,T10577,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|031,sonnet45,T10516,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|031,sonnet45,T10571,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|029,sonnet45,T10515,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|029,sonnet45,T10569,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|sonnet45|026,sonnet45,T10514,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|026,sonnet45,T10566,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|022,sonnet45,T10513,distress_control,ai,sonnet45,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|022,sonnet45,T10562,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|021,sonnet45,T10512,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|021,sonnet45,T10561,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|sonnet45|018,sonnet45,T10511,distress_control,ai,sonnet45,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|018,sonnet45,T10558,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|sonnet45|014,sonnet45,T10510,distress_control,ai,sonnet45,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|014,sonnet45,T10554,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,release_notes,1
distress_control|distress|efficiency|before|target_first|sonnet45|012,sonnet45,T10509,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|012,sonnet45,T10552,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|sonnet45|001,sonnet45,T10508,distress_control,ai,sonnet45,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|sonnet45|001,sonnet45,T10541,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gemini25|169,gemini25,T10216,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|169,gemini25,T10709,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|162,gemini25,T10215,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|162,gemini25,T10702,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|158,gemini25,T10214,distress_control,ai,gemini25,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|158,gemini25,T10698,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|157,gemini25,T10213,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|157,gemini25,T10697,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|155,gemini25,T10212,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gemini25|155,gemini25,T10695,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gemini25|141,gemini25,T10211,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|141,gemini25,T10681,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|133,gemini25,T10210,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gemini25|133,gemini25,T10673,distress_control,human,,distress,efficiency,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gemini25|127,gemini25,T10209,distress_control,ai,gemini25,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|127,gemini25,T10667,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|126,gemini25,T10208,distress_control,ai,gemini25,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gemini25|126,gemini25,T10666,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gemini25|125,gemini25,T10207,distress_control,ai,gemini25,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|125,gemini25,T10665,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|123,gemini25,T10206,distress_control,ai,gemini25,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|123,gemini25,T10663,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|122,gemini25,T10205,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gemini25|122,gemini25,T10662,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|efficiency|before|target_first|gemini25|120,gemini25,T10204,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|120,gemini25,T10660,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|119,gemini25,T10203,distress_control,ai,gemini25,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|119,gemini25,T10659,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gemini25|115,gemini25,T10202,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|115,gemini25,T10655,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|efficiency|before|target_first|gemini25|111,gemini25,T10201,distress_control,ai,gemini25,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|111,gemini25,T10651,distress_control,human,,distress,efficiency,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|efficiency|before|target_first|gemini25|102,gemini25,T10200,distress_control,ai,gemini25,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gemini25|102,gemini25,T10642,distress_control,human,,distress,efficiency,before,target_first,backup_runbook,onboarding_checklist,0
distress_control|distress|efficiency|before|target_first|gemini25|101,gemini25,T10199,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|101,gemini25,T10641,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|098,gemini25,T10198,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|098,gemini25,T10638,distress_control,human,,distress,efficiency,before,target_first,release_notes,backup_runbook,0
distress_control|distress|efficiency|before|target_first|gemini25|088,gemini25,T10197,distress_control,ai,gemini25,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|088,gemini25,T10628,distress_control,human,,distress,efficiency,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|efficiency|before|target_first|gemini25|086,gemini25,T10196,distress_control,ai,gemini25,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|efficiency|before|target_first|gemini25|086,gemini25,T10626,distress_control,human,,distress,efficiency,before,target_first,onboarding_checklist,release_notes,1
